Subject	Predicate	Object	Belief	Source size	Sources	Total source size	Mean belief of conflicting tuples	Belief difference	Conflicting tuple info
nusB	confers no resistance to antibiotic	Ampicillin	0.7457760753	4	Tamae,Girgis,Youn,Shaw	5	0.2561280647	0.4896480105	[(('nusB', 'confers resistance to antibiotic', 'Ampicillin'), ['Liu'], 0.2561280647347978)]
nusB	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	2	0.0867055766	0.1694224881	[(('nusB', 'confers no resistance to antibiotic', 'Aztreonam'), ['Soo'], 0.0867055766145914)]
nusB	confers resistance to antibiotic	Cefoxitin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('nusB', 'confers no resistance to antibiotic', 'Cefoxitin'), ['Girgis'], 0.18731107363618493)]
nusB	confers no resistance to antibiotic	Erythromycin	0.2740166503	2	Girgis,Soo	3	0.2561280647	0.0178885855	[(('nusB', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
nusB	confers no resistance to antibiotic	Gentamicins	0.6083627010	3	Tamae,Girgis,Youn	4	0.2561280647	0.3522346363	[(('nusB', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
nusB	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('nusB', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
nusB	confers no resistance to antibiotic	Nitrofurantoin	0.2740166503	2	Girgis,Soo	3	0.2561280647	0.0178885855	[(('nusB', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
nusB	confers no resistance to antibiotic	Sulfamethoxazole	0.4210516273	2	Tamae,Youn	3	0.2561280647	0.1649235626	[(('nusB', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2561280647347978)]
nusB	confers resistance to antibiotic	Tetracycline	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('nusB', 'confers no resistance to antibiotic', 'Tetracycline'), ['Girgis'], 0.18731107363618493)]
nusB	confers no resistance to antibiotic	Tobramycin	0.2740166503	2	Girgis,Soo	3	0.2561280647	0.0178885855	[(('nusB', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
ompA	confers no resistance to antibiotic	Ciprofloxacin	0.6301665191	3	Tamae,Liu,Soo	4	0.1318146096	0.4983519094	[(('ompA', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['Nichols'], 0.13181460964368608)]
ompA	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('ompA', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
ompC	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('ompC', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
ompC	confers no resistance to antibiotic	Ampicillin	0.8126889264	4	Nichols,Tamae,Liu,Shaw	5	0.1873110736	0.6253778527	[(('ompC', 'confers resistance to antibiotic', 'Ampicillin'), ['Girgis'], 0.18731107363618493)]
ompC	confers no resistance to antibiotic	Cefazolin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('ompC', 'confers resistance to antibiotic', 'Cefazolin'), ['CARD'], 0.014100389954862283)]
ompC	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('ompC', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
ompF	confers no resistance to antibiotic	Gentamicins	0.7401773106	4	Nichols,Tamae,Girgis,Youn	5	0.2561280647	0.4840492459	[(('ompF', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
ompF	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('ompF', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
ompF	confers resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('ompF', 'confers no resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
ompF	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('ompF', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
ompG	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('ompG', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
ompN	confers resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('ompN', 'confers no resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
ompN	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('ompN', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
ompR	confers no resistance to antibiotic	Aztreonam	0.2185201863	2	Nichols,Soo	3	0.0592818347	0.1592383515	[(('ompR', 'confers resistance to antibiotic', 'Aztreonam'), ['Zhou'], 0.05928183472365702)]
ompR	confers no resistance to antibiotic	Cephalothin	0.0867055766	1	Soo	2	0.0592818347	0.0274237419	[(('ompR', 'confers resistance to antibiotic', 'Cephalothin'), ['Zhou'], 0.05928183472365702)]
ompR	confers no resistance to antibiotic	Norfloxacin	0.2692279839	2	Nichols,Shaw	3	0.0592818347	0.2099461492	[(('ompR', 'confers resistance to antibiotic', 'Norfloxacin'), ['Zhou'], 0.05928183472365702)]
ompR	confers no resistance to antibiotic	Oxacillin	0.1318146096	1	Nichols	2	0.0592818347	0.0725327749	[(('ompR', 'confers resistance to antibiotic', 'Oxacillin'), ['Zhou'], 0.05928183472365702)]
ompW	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('ompW', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
otsA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('otsA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
oxc	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('oxc', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
oxyR	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('oxyR', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13181460964368608)]
oxyR	confers resistance to antibiotic	Enoxacin	0.2561280647	1	Liu	2	0.0867055766	0.1694224881	[(('oxyR', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.0867055766145914)]
oxyR	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('oxyR', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
oxyR	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('oxyR', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
oxyR	confers resistance to antibiotic	Spectinomycin	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('oxyR', 'confers no resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13181460964368608)]
oxyR	confers no resistance to antibiotic	Tetracycline	0.3191256833	2	Nichols,Girgis	3	0.2561280647	0.0629976185	[(('oxyR', 'confers resistance to antibiotic', 'Tetracycline'), ['Liu'], 0.2561280647347978)]
oxyR	confers no resistance to antibiotic	Vancomycin	0.5216614240	3	Nichols,Liu,Youn	4	0.2873328777	0.2343285463	[(('oxyR', 'confers resistance to antibiotic', 'Vancomycin'), ['Tamae'], 0.28733287771823535)]
paaI	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('paaI', 'confers resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
paaY	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('paaY', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pagP	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pagP', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pal	confers resistance to antibiotic	Ampicillin	0.6752755521	3	Nichols,Tamae,Liu	5	0.3247244479	0.3505511042	[(('pal', 'confers no resistance to antibiotic', 'Ampicillin'), ['Girgis', 'Shaw'], 0.3247244479032807)]
pal	confers resistance to antibiotic	Rifampin	0.5434609425	2	Tamae,Liu	5	0.3559335605	0.1875273819	[(('pal', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.3559335605253733)]
parC	confers no resistance to antibiotic	Ciprofloxacin	0.6301665191	3	Tamae,Liu,Soo	4	0.0141003900	0.6160661291	[(('parC', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['CARD'], 0.014100389954862283)]
parC	confers no resistance to antibiotic	Enoxacin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('parC', 'confers resistance to antibiotic', 'Enoxacin'), ['CARD'], 0.014100389954862283)]
parC	confers no resistance to antibiotic	Lomefloxacin	0.1873110736	1	Girgis	2	0.0141003900	0.1732106837	[(('parC', 'confers resistance to antibiotic', 'Lomefloxacin'), ['CARD'], 0.014100389954862283)]
parC	confers no resistance to antibiotic	Nalidixic acid	0.2740166503	2	Girgis,Soo	3	0.0141003900	0.2599162603	[(('parC', 'confers resistance to antibiotic', 'Nalidixic acid'), ['CARD'], 0.014100389954862283)]
parC	confers no resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.0141003900	0.1233129843	[(('parC', 'confers resistance to antibiotic', 'Norfloxacin'), ['CARD'], 0.014100389954862283)]
parC	confers no resistance to antibiotic	Ofloxacin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('parC', 'confers resistance to antibiotic', 'Ofloxacin'), ['CARD'], 0.014100389954862283)]
parE	confers no resistance to antibiotic	Ciprofloxacin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('parE', 'confers resistance to antibiotic', 'Ciprofloxacin'), ['CARD'], 0.014100389954862283)]
parE	confers no resistance to antibiotic	Enoxacin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('parE', 'confers resistance to antibiotic', 'Enoxacin'), ['CARD'], 0.014100389954862283)]
parE	confers no resistance to antibiotic	Lomefloxacin	0.1873110736	1	Girgis	2	0.0141003900	0.1732106837	[(('parE', 'confers resistance to antibiotic', 'Lomefloxacin'), ['CARD'], 0.014100389954862283)]
parE	confers no resistance to antibiotic	Nalidixic acid	0.2740166503	2	Girgis,Soo	3	0.0141003900	0.2599162603	[(('parE', 'confers resistance to antibiotic', 'Nalidixic acid'), ['CARD'], 0.014100389954862283)]
parE	confers no resistance to antibiotic	Ofloxacin	0.0867055766	1	Soo	2	0.0141003900	0.0726051867	[(('parE', 'confers resistance to antibiotic', 'Ofloxacin'), ['CARD'], 0.014100389954862283)]
patA	confers no resistance to antibiotic	Norfloxacin	0.2692279839	2	Nichols,Shaw	3	0.0141003900	0.2551275940	[(('patA', 'confers resistance to antibiotic', 'Norfloxacin'), ['CARD'], 0.014100389954862283)]
pcnB	confers no resistance to antibiotic	Erythromycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('pcnB', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
pcnB	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('pcnB', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
pdhR	confers no resistance to antibiotic	Gentamicins	0.7401773106	4	Nichols,Tamae,Girgis,Youn	5	0.2561280647	0.4840492459	[(('pdhR', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
pdhR	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('pdhR', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
pdxH	confers no resistance to antibiotic	Cefoxitin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('pdxH', 'confers resistance to antibiotic', 'Cefoxitin'), ['Nichols'], 0.13181460964368608)]
pepT	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pepT', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
pflB	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pflB', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pgaA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pgaA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pgaC	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('pgaC', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.2185201862582775)]
pgaC	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.2561280647	0.0629976185	[(('pgaC', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2561280647347978)]
pgaC	confers resistance to antibiotic	Enoxacin	0.2561280647	1	Liu	2	0.0867055766	0.1694224881	[(('pgaC', 'confers no resistance to antibiotic', 'Enoxacin'), ['Soo'], 0.0867055766145914)]
pgaC	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pgaC', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pgaD	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pgaD', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pgpB	confers no resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('pgpB', 'confers resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
pgrR	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pgrR', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
phnD	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.0592818347	0.2598438486	[(('phnD', 'confers resistance to antibiotic', 'Cefoxitin'), ['Zhou'], 0.05928183472365702)]
phoB	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.0592818347	0.3465494252	[(('phoB', 'confers resistance to antibiotic', 'Tobramycin'), ['Zhou'], 0.05928183472365702)]
phoE	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('phoE', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
phoH	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.0592818347	0.2598438486	[(('phoH', 'confers resistance to antibiotic', 'Cefoxitin'), ['Zhou'], 0.05928183472365702)]
phoH	confers no resistance to antibiotic	Spiramycin	0.2185201863	2	Nichols,Soo	3	0.0592818347	0.1592383515	[(('phoH', 'confers resistance to antibiotic', 'Spiramycin'), ['Zhou'], 0.05928183472365702)]
phoP	confers resistance to antibiotic	Ampicillin	0.7307720161	3	Tamae,Liu,Girgis	5	0.2692279839	0.4615440322	[(('phoP', 'confers no resistance to antibiotic', 'Ampicillin'), ['Nichols', 'Shaw'], 0.2692279839107819)]
phoP	confers resistance to antibiotic	Cefoxitin	0.4434391384	2	Liu,Girgis	4	0.1910964444	0.2523426940	[(('phoP', 'confers no resistance to antibiotic', 'Cefoxitin'), ['Zhou', 'Nichols'], 0.1910964443673431)]
phoP	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	3	0.1910964444	0.0650316204	[(('phoP', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Zhou', 'Nichols'], 0.1910964443673431)]
phoP	confers resistance to antibiotic	Nalidixic acid	0.3191256833	2	Nichols,Girgis	3	0.0867055766	0.2324201067	[(('phoP', 'confers no resistance to antibiotic', 'Nalidixic acid'), ['Soo'], 0.0867055766145914)]
phoP	confers resistance to antibiotic	Piperacillin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('phoP', 'confers no resistance to antibiotic', 'Piperacillin'), ['Soo'], 0.0867055766145914)]
phoP	confers resistance to antibiotic	Tetracycline	0.4434391384	2	Liu,Girgis	3	0.1318146096	0.3116245287	[(('phoP', 'confers no resistance to antibiotic', 'Tetracycline'), ['Nichols'], 0.13181460964368608)]
phoP	confers no resistance to antibiotic	Trimethoprim	0.2778020210	3	Zhou,Nichols,Soo	4	0.1873110736	0.0904909473	[(('phoP', 'confers resistance to antibiotic', 'Trimethoprim'), ['Girgis'], 0.18731107363618493)]
phoQ	confers no resistance to antibiotic	Nalidixic acid	0.2740166503	2	Girgis,Soo	3	0.1318146096	0.1422020406	[(('phoQ', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Nichols'], 0.13181460964368608)]
phoQ	confers no resistance to antibiotic	Trimethoprim	0.3332984850	3	Zhou,Girgis,Soo	4	0.1318146096	0.2014838753	[(('phoQ', 'confers resistance to antibiotic', 'Trimethoprim'), ['Nichols'], 0.13181460964368608)]
phoR	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.0592818347	0.3465494252	[(('phoR', 'confers resistance to antibiotic', 'Tobramycin'), ['Zhou'], 0.05928183472365702)]
phoU	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('phoU', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
pinQ	confers resistance to antibiotic	Tobramycin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('pinQ', 'confers no resistance to antibiotic', 'Tobramycin'), ['Soo'], 0.0867055766145914)]
pinR	confers resistance to antibiotic	Tobramycin	0.1873110736	1	Girgis	2	0.0867055766	0.1006054970	[(('pinR', 'confers no resistance to antibiotic', 'Tobramycin'), ['Soo'], 0.0867055766145914)]
plaP	confers no resistance to antibiotic	Ampicillin	0.8681853904	4	Tamae,Liu,Girgis,Shaw	5	0.1318146096	0.7363707807	[(('plaP', 'confers resistance to antibiotic', 'Ampicillin'), ['Nichols'], 0.13181460964368608)]
pldA	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('pldA', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
plsX	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	3	0.2185201863	0.0376078785	[(('plsX', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols', 'Soo'], 0.2185201862582775)]
plsX	confers no resistance to antibiotic	Cefoxitin	0.3191256833	2	Nichols,Girgis	3	0.2561280647	0.0629976185	[(('plsX', 'confers resistance to antibiotic', 'Cefoxitin'), ['Liu'], 0.2561280647347978)]
plsX	confers no resistance to antibiotic	Erythromycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('plsX', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
plsX	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('plsX', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
plsX	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('plsX', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
plsX	confers resistance to antibiotic	Rifampin	0.5434609425	2	Tamae,Liu	5	0.3559335605	0.1875273819	[(('plsX', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.3559335605253733)]
plsX	confers no resistance to antibiotic	Spectinomycin	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('plsX', 'confers resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13181460964368608)]
pncA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pncA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pnp	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('pnp', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13181460964368608)]
pnp	confers no resistance to antibiotic	Erythromycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('pnp', 'confers resistance to antibiotic', 'Erythromycin'), ['Liu'], 0.2561280647347978)]
pnp	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('pnp', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
pnp	confers no resistance to antibiotic	Nitrofurantoin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('pnp', 'confers resistance to antibiotic', 'Nitrofurantoin'), ['Liu'], 0.2561280647347978)]
pnp	confers no resistance to antibiotic	Rifampin	0.7769851879	5	Nichols,Tamae,Soo,Youn,Shaw	6	0.2561280647	0.5208571231	[(('pnp', 'confers resistance to antibiotic', 'Rifampin'), ['Liu'], 0.2561280647347978)]
pnp	confers resistance to antibiotic	Spectinomycin	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('pnp', 'confers no resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13181460964368608)]
pntA	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pntA', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
polB	confers resistance to antibiotic	Norfloxacin	0.1374133743	1	Shaw	2	0.1318146096	0.0055987646	[(('polB', 'confers no resistance to antibiotic', 'Norfloxacin'), ['Nichols'], 0.13181460964368608)]
potH	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('potH', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
potI	confers no resistance to antibiotic	Nalidixic acid	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('potI', 'confers resistance to antibiotic', 'Nalidixic acid'), ['Girgis'], 0.18731107363618493)]
ppiA	confers resistance to antibiotic	Spiramycin	0.1318146096	1	Nichols	2	0.0867055766	0.0451090330	[(('ppiA', 'confers no resistance to antibiotic', 'Spiramycin'), ['Soo'], 0.0867055766145914)]
ppiB	confers no resistance to antibiotic	Metronidazole	0.2873328777	1	Tamae	2	0.2561280647	0.0312048130	[(('ppiB', 'confers resistance to antibiotic', 'Metronidazole'), ['Liu'], 0.2561280647347978)]
ppiB	confers resistance to antibiotic	Rifampin	0.5434609425	2	Tamae,Liu	5	0.3559335605	0.1875273819	[(('ppiB', 'confers no resistance to antibiotic', 'Rifampin'), ['Nichols', 'Soo', 'Shaw'], 0.3559335605253733)]
ppiB	confers resistance to antibiotic	Spectinomycin	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('ppiB', 'confers no resistance to antibiotic', 'Spectinomycin'), ['Nichols'], 0.13181460964368608)]
ppiB	confers no resistance to antibiotic	Sulfamethoxazole	0.4210516273	2	Tamae,Youn	3	0.2561280647	0.1649235626	[(('ppiB', 'confers resistance to antibiotic', 'Sulfamethoxazole'), ['Liu'], 0.2561280647347978)]
ppiB	confers resistance to antibiotic	Triclosan	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('ppiB', 'confers no resistance to antibiotic', 'Triclosan'), ['Nichols'], 0.13181460964368608)]
ppiB	confers no resistance to antibiotic	Vancomycin	0.5434609425	2	Tamae,Liu	3	0.1318146096	0.4116463328	[(('ppiB', 'confers resistance to antibiotic', 'Vancomycin'), ['Nichols'], 0.13181460964368608)]
ppiD	confers resistance to antibiotic	Chloramphenicol	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('ppiD', 'confers no resistance to antibiotic', 'Chloramphenicol'), ['Nichols'], 0.13181460964368608)]
ppiD	confers resistance to antibiotic	Tetracycline	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('ppiD', 'confers no resistance to antibiotic', 'Tetracycline'), ['Nichols'], 0.13181460964368608)]
pppA	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pppA', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
pqqL	confers no resistance to antibiotic	Tobramycin	0.2185201863	2	Nichols,Soo	3	0.1873110736	0.0312091126	[(('pqqL', 'confers resistance to antibiotic', 'Tobramycin'), ['Girgis'], 0.18731107363618493)]
prfC	confers no resistance to antibiotic	Gentamicins	0.7401773106	4	Nichols,Tamae,Girgis,Youn	5	0.2561280647	0.4840492459	[(('prfC', 'confers resistance to antibiotic', 'Gentamicins'), ['Liu'], 0.2561280647347978)]
prfC	confers no resistance to antibiotic	Rifampin	0.7457803749	5	Nichols,Liu,Soo,Youn,Shaw	6	0.2873328777	0.4584474972	[(('prfC', 'confers resistance to antibiotic', 'Rifampin'), ['Tamae'], 0.28733287771823535)]
prfC	confers resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('prfC', 'confers no resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
prfC	confers no resistance to antibiotic	Tobramycin	0.4058312599	3	Nichols,Girgis,Soo	4	0.2561280647	0.1497031952	[(('prfC', 'confers resistance to antibiotic', 'Tobramycin'), ['Liu'], 0.2561280647347978)]
prlC	confers resistance to antibiotic	Amikacin	0.1873110736	1	Girgis	2	0.1318146096	0.0554964640	[(('prlC', 'confers no resistance to antibiotic', 'Amikacin'), ['Nichols'], 0.13181460964368608)]
prlC	confers no resistance to antibiotic	Streptomycin	0.2561280647	1	Liu	2	0.1873110736	0.0688169911	[(('prlC', 'confers resistance to antibiotic', 'Streptomycin'), ['Girgis'], 0.18731107363618493)]
proK	confers resistance to antibiotic	Nitrofurantoin	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('proK', 'confers no resistance to antibiotic', 'Nitrofurantoin'), ['Nichols'], 0.13181460964368608)]
proL	confers resistance to antibiotic	Aztreonam	0.2561280647	1	Liu	2	0.1318146096	0.1243134551	[(('proL', 'confers no resistance to antibiotic', 'Aztreonam'), ['Nichols'], 0.13181460964368608)]
