Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
hupA	generalizations	object		0.2		
chaB	generalizations	object		0.2		
chaC	generalizations	object		0.2		
nrfE	generalizations	object		0.2		
yfbR	generalizations	object		0.2		
yajR	generalizations	object		0.2		
mngB	generalizations	object		0.2		
yciO	generalizations	object		0.2		
ygiB	generalizations	object		0.2		
gadX	generalizations	object		0.2		
murA	generalizations	object		0.2		
cysN	generalizations	object		0.2		
ylaB	generalizations	object		0.2		
yedY	generalizations	object		0.2		
yfjM	generalizations	object		0.2		
marB	generalizations	object		0.2		
spy	generalizations	object		0.2		
yhdH	generalizations	object		0.2		
pitA	generalizations	object		0.2		
livF	generalizations	object		0.2		
ydaM	generalizations	object		0.2		
btuC	generalizations	object		0.2		
gsk	generalizations	object		0.2		
aroH	generalizations	object		0.2		
ygcN	generalizations	object		0.2		
yhjD	generalizations	object		0.2		
alpA	generalizations	object		0.2		
nepI	generalizations	object		0.2		
insI-1	generalizations	object		0.2		
yjeO	generalizations	object		0.2		
ybaQ	generalizations	object		0.2		
ycjV	generalizations	object		0.2		
ygdI	generalizations	object		0.2		
mokB	generalizations	object		0.2		
dcuB	generalizations	object		0.2		
yhhM	generalizations	object		0.2		
ansB	generalizations	object		0.2		
modA	generalizations	object		0.2		
creD	generalizations	object		0.2		
dapD	generalizations	object		0.2		
yihP	generalizations	object		0.2		
pheS	generalizations	object		0.2		
rpoB	generalizations	object		0.2		
yebQ	generalizations	object		0.2		
sra	generalizations	object		0.2		
pspB	generalizations	object		0.2		
fpr	generalizations	object		0.2		
fabD	generalizations	object		0.2		
bfr	generalizations	object		0.2		
potA	generalizations	object		0.2		
rseP	generalizations	object		0.2		
dapB	generalizations	object		0.2		
flgA	generalizations	object		0.2		
rpoA	generalizations	object		0.2		
nrfF	generalizations	object		0.2		
modC	generalizations	object		0.2		
yaeJ	generalizations	object		0.2		
yjgL	generalizations	object		0.2		
nusB	generalizations	object		0.2		
pgaA	generalizations	object		0.2		
smf	generalizations	object		0.2		
sugE	generalizations	object		0.2		
yfcG	generalizations	object		0.2		
gmd	generalizations	object		0.2		
ugpA	generalizations	object		0.2		
yecC	generalizations	object		0.2		
rutR	generalizations	object		0.2		
ddlA	generalizations	object		0.2		
gatZ	generalizations	object		0.2		
yddM	generalizations	object		0.2		
yhdN	generalizations	object		0.2		
hybG	generalizations	object		0.2		
yidK	generalizations	object		0.2		
cheB	generalizations	object		0.2		
rplJ	generalizations	object		0.2		
frmR	generalizations	object		0.2		
ahpF	generalizations	object		0.2		
yhgA	generalizations	object		0.2		
rfaY	generalizations	object		0.2		
ycfJ	generalizations	object		0.2		
ytjC	generalizations	object		0.2		
allS	generalizations	object		0.2		
wcaF	generalizations	object		0.2		
yecT	generalizations	object		0.2		
glyQ	generalizations	object		0.2		
gspD	generalizations	object		0.2		
ttdA	generalizations	object		0.2		
ompT	generalizations	object		0.2		
yadC	generalizations	object		0.2		
htpG	generalizations	object		0.2		
ycjO	generalizations	object		0.2		
yeaX	generalizations	object		0.2		
yncA	generalizations	object		0.2		
lldD	generalizations	object		0.2		
rpsQ	generalizations	object		0.2		
galK	generalizations	object		0.2		
ycgK	generalizations	object		0.2		
pyrH	generalizations	object		0.2		
yliJ	generalizations	object		0.2		
dusA	generalizations	object		0.2		
hyaE	generalizations	object		0.2		
yghF	generalizations	object		0.2		
csiR	generalizations	object		0.2		
cusC	generalizations	object		0.2		
yacL	generalizations	object		0.2		
yjjK	generalizations	object		0.2		
aegA	generalizations	object		0.2		
yicG	generalizations	object		0.2		
grxD	generalizations	object		0.2		
fumB	generalizations	object		0.2		
mug	generalizations	object		0.2		
ygjN	generalizations	object		0.2		
rnk	generalizations	object		0.2		
bioH	generalizations	object		0.2		
ygjQ	generalizations	object		0.2		
yfgF	generalizations	object		0.2		
btuF	generalizations	object		0.2		
elaD	generalizations	object		0.2		
menA	generalizations	object		0.2		
aroE	generalizations	object		0.2		
yghB	generalizations	object		0.2		
dpiB	generalizations	object		0.2		
ygiL	generalizations	object		0.2		
rplE	generalizations	object		0.2		
yjjW	generalizations	object		0.2		
ydjZ	generalizations	object		0.2		
yejM	generalizations	object		0.2		
yjaH	generalizations	object		0.2		
yeeS	generalizations	object		0.2		
tauB	generalizations	object		0.2		
hpt	generalizations	object		0.2		
yfiE	generalizations	object		0.2		
yodA	generalizations	object		0.2		
ycjU	generalizations	object		0.2		
chpA	generalizations	object		0.2		
epd	generalizations	object		0.2		
yeeN	generalizations	object		0.2		
moaE	generalizations	object		0.2		
yahB	generalizations	object		0.2		
etk	generalizations	object		0.2		
dhaR	generalizations	object		0.2		
mhpT	generalizations	object		0.2		
hypB	generalizations	object		0.2		
ybjR	generalizations	object		0.2		
rhtA	generalizations	object		0.2		
yjgN	generalizations	object		0.2		
yeiS	generalizations	object		0.2		
glcF	generalizations	object		0.2		
fdhF	generalizations	object		0.2		
bolA	generalizations	object		0.2		
ydiQ	generalizations	object		0.2		
yqhG	generalizations	object		0.2		
argF	generalizations	object		0.2		
pinH	generalizations	object		0.2		
mntR	generalizations	object		0.2		
yqeA	generalizations	object		0.2		
ydhK	generalizations	object		0.2		
menC	generalizations	object		0.2		
ydjX	generalizations	object		0.2		
yicO	generalizations	object		0.2		
purT	generalizations	object		0.2		
ylcI	generalizations	object		0.2		
yciS	generalizations	object		0.2		
rluD	generalizations	object		0.2		
thrA	generalizations	object		0.2		
yafZ	generalizations	object		0.2		
tas	generalizations	object		0.2		
zupT	generalizations	object		0.2		
intF	generalizations	object		0.2		
yaeH	generalizations	object		0.2		
gshB	generalizations	object		0.2		
lspA	generalizations	object		0.2		
torZ	generalizations	object		0.2		
gadB	generalizations	object		0.2		
yneM	generalizations	object		0.2		
fabZ	generalizations	object		0.2		
stfE	generalizations	object		0.2		
ycgN	generalizations	object		0.2		
glvG	generalizations	object		0.2		
argT	generalizations	object		0.2		
yffR	generalizations	object		0.2		
zraP	generalizations	object		0.2		
cpdA	generalizations	object		0.2		
abgR	generalizations	object		0.2		
ykfF	generalizations	object		0.2		
mnmC	generalizations	object		0.2		
yfjH	generalizations	object		0.2		
ybfQ	generalizations	object		0.2		
yfbK	generalizations	object		0.2		
ybgQ	generalizations	object		0.2		
yceA	generalizations	object		0.2		
ybdF	generalizations	object		0.2		
ybfL	generalizations	object		0.2		
yrbB	generalizations	object		0.2		
gntR	generalizations	object		0.2		
lldR	generalizations	object		0.2		
yffS	generalizations	object		0.2		
npr	generalizations	object		0.2		
yeiA	generalizations	object		0.2		
aroD	generalizations	object		0.2		
sucB	generalizations	object		0.2		
ygfJ	generalizations	object		0.2		
ymfO	generalizations	object		0.2		
ydhQ	generalizations	object		0.2		
insE-5	generalizations	object		0.2		
pstC	generalizations	object		0.2		
yfgO	generalizations	object		0.2		
frvX	generalizations	object		0.2		
pabB	generalizations	object		0.2		
gspO	generalizations	object		0.2		
tolQ	generalizations	object		0.2		
wcaC	generalizations	object		0.2		
kch	generalizations	object		0.2		
yafJ	generalizations	object		0.2		
yijF	generalizations	object		0.2		
dsbB	generalizations	object		0.2		
fabG	generalizations	object		0.2		
ispU	generalizations	object		0.2		
ybdN	generalizations	object		0.2		
gspB	generalizations	object		0.2		
plsB	generalizations	object		0.2		
fecD	generalizations	object		0.2		
ulaD	generalizations	object		0.2		
barA	generalizations	object		0.2		
mokC	generalizations	object		0.2		
gmk	generalizations	object		0.2		
ypfH	generalizations	object		0.2		
btuE	generalizations	object		0.2		
insB-1	generalizations	object		0.2		
yhiP	generalizations	object		0.2		
ubiH	generalizations	object		0.2		
nudC	generalizations	object		0.2		
proX	generalizations	object		0.2		
yhhQ	generalizations	object		0.2		
uvrB	generalizations	object		0.2		
ydhB	generalizations	object		0.2		
deoC	generalizations	object		0.2		
yjjB	generalizations	object		0.2		
yjdM	generalizations	object		0.2		
ynhF	generalizations	object		0.2		
uidC	generalizations	object		0.2		
ilvH	generalizations	object		0.2		
htrL	generalizations	object		0.2		
menD	generalizations	object		0.2		
insF-2	generalizations	object		0.2		
oppD	generalizations	object		0.2		
yeaH	generalizations	object		0.2		
nrdA	generalizations	object		0.2		
yqgD	generalizations	object		0.2		
yohC	generalizations	object		0.2		
yibA	generalizations	object		0.2		
yjjI	generalizations	object		0.2		
rpsF	generalizations	object		0.2		
gpsA	generalizations	object		0.2		
hycB	generalizations	object		0.2		
pdxA	generalizations	object		0.2		
ydfB	generalizations	object		0.2		
ung	generalizations	object		0.2		
cbrC	generalizations	object		0.2		
speA	generalizations	object		0.2		
nuoN	generalizations	object		0.2		
nfuA	generalizations	object		0.2		
tmk	generalizations	object		0.2		
codB	generalizations	object		0.2		
yffO	generalizations	object		0.2		
yhjK	generalizations	object		0.2		
yafS	generalizations	object		0.2		
ydiT	generalizations	object		0.2		
ydiY	generalizations	object		0.2		
purA	generalizations	object		0.2		
glpT	generalizations	object		0.2		
insE-3	generalizations	object		0.2		
yehP	generalizations	object		0.2		
flgM	generalizations	object		0.2		
yfgB	generalizations	object		0.2		
yhcE	generalizations	object		0.2		
lysC	generalizations	object		0.2		
ybjE	generalizations	object		0.2		
mtr	generalizations	object		0.2		
yhdW	generalizations	object		0.2		
yciF	generalizations	object		0.2		
ydiP	generalizations	object		0.2		
yddE	generalizations	object		0.2		
glnB	generalizations	object		0.2		
cusR	generalizations	object		0.2		
yhdT	generalizations	object		0.2		
ybhO	generalizations	object		0.2		
gcvP	generalizations	object		0.2		
cmoB	generalizations	object		0.2		
uof	generalizations	object		0.2		
rfe	generalizations	object		0.2		
yicE	generalizations	object		0.2		
mnmA	generalizations	object		0.2		
ychO	generalizations	object		0.2		
rsuA	generalizations	object		0.2		
sgbU	generalizations	object		0.2		
cmoA	generalizations	object		0.2		
era	generalizations	object		0.2		
yrhD	generalizations	object		0.2		
gcvT	generalizations	object		0.2		
slyX	generalizations	object		0.2		
ycaM	generalizations	object		0.2		
uspA	generalizations	object		0.2		
ppc	generalizations	object		0.2		
tpx	generalizations	object		0.2		
nrdF	generalizations	object		0.2		
rhsC	generalizations	object		0.2		
rpsD	generalizations	object		0.2		
ydgI	generalizations	object		0.2		
holA	generalizations	object		0.2		
ygaU	generalizations	object		0.2		
yigF	generalizations	object		0.2		
yoaH	generalizations	object		0.2		
glyA	generalizations	object		0.2		
yebE	generalizations	object		0.2		
ydcW	generalizations	object		0.2		
tbpA	generalizations	object		0.2		
yhjY	generalizations	object		0.2		
ybgJ	generalizations	object		0.2		
yoaI	generalizations	object		0.2		
dnaC	generalizations	object		0.2		
ybiA	generalizations	object		0.2		
ansA	generalizations	object		0.2		
yfcJ	generalizations	object		0.2		
ysaB	generalizations	object		0.2		
sodB	generalizations	object		0.2		
flgL	generalizations	object		0.2		
cynX	generalizations	object		0.2		
rfbX	generalizations	object		0.2		
tdcF	generalizations	object		0.2		
fbp	generalizations	object		0.2		
ygbL	generalizations	object		0.2		
tldD	generalizations	object		0.2		
ypjF	generalizations	object		0.2		
yibQ	generalizations	object		0.2		
hsdM	generalizations	object		0.2		
dcuS	generalizations	object		0.2		
sodA	generalizations	object		0.2		
yidZ	generalizations	object		0.2		
hofQ	generalizations	object		0.2		
rsd	generalizations	object		0.2		
yqiI	generalizations	object		0.2		
ccmA	generalizations	object		0.2		
ygeV	generalizations	object		0.2		
ynfH	generalizations	object		0.2		
araF	generalizations	object		0.2		
ydbJ	generalizations	object		0.2		
recJ	generalizations	object		0.2		
yqgC	generalizations	object		0.2		
ydaG	generalizations	object		0.2		
ycbU	generalizations	object		0.2		
yggC	generalizations	object		0.2		
eutL	generalizations	object		0.2		
sdaC	generalizations	object		0.2		
surA	generalizations	object		0.2		
ygcF	generalizations	object		0.2		
relB	generalizations	object		0.2		
pgpB	generalizations	object		0.2		
moeB	generalizations	object		0.2		
clcA	generalizations	object		0.2		
ydjH	generalizations	object		0.2		
ssb	generalizations	object		0.2		
yfhA	generalizations	object		0.2		
pck	generalizations	object		0.2		
marC	generalizations	object		0.2		
yahM	generalizations	object		0.2		
yiaG	generalizations	object		0.2		
rfbB	generalizations	object		0.2		
yifN	generalizations	object		0.2		
yliF	generalizations	object		0.2		
sgcA	generalizations	object		0.2		
ybbM	generalizations	object		0.2		
flgI	generalizations	object		0.2		
folC	generalizations	object		0.2		
yafL	generalizations	object		0.2		
rsxC	generalizations	object		0.2		
ydiB	generalizations	object		0.2		
yaaX	generalizations	object		0.2		
dtd	generalizations	object		0.2		
ybeD	generalizations	object		0.2		
ypeB	generalizations	object		0.2		
eptB	generalizations	object		0.2		
mrdA	generalizations	object		0.2		
alx	generalizations	object		0.2		
yeeD	generalizations	object		0.2		
priB	generalizations	object		0.2		
bglJ	generalizations	object		0.2		
hemD	generalizations	object		0.2		
ybeR	generalizations	object		0.2		
tgt	generalizations	object		0.2		
ytcA	generalizations	object		0.2		
yafE	generalizations	object		0.2		
srlE	generalizations	object		0.2		
hyfH	generalizations	object		0.2		
hcaE	generalizations	object		0.2		
yqhA	generalizations	object		0.2		
ybhU	generalizations	object		0.2		
wzc	generalizations	object		0.2		
modE	generalizations	object		0.2		
rzpQ	generalizations	object		0.2		
hemB	generalizations	object		0.2		
yhbV	generalizations	object		0.2		
prfH	generalizations	object		0.2		
glcA	generalizations	object		0.2		
ybiW	generalizations	object		0.2		
yegQ	generalizations	object		0.2		
yggD	generalizations	object		0.2		
ygeR	generalizations	object		0.2		
ynaE	generalizations	object		0.2		
ychE	generalizations	object		0.2		
ycaP	generalizations	object		0.2		
rph	generalizations	object		0.2		
yibH	generalizations	object		0.2		
pntA	generalizations	object		0.2		
entD	generalizations	object		0.2		
yedQ	generalizations	object		0.2		
hisJ	generalizations	object		0.2		
yjgM	generalizations	object		0.2		
ppiA	generalizations	object		0.2		
yahI	generalizations	object		0.2		
ascB	generalizations	object		0.2		
ptsH	generalizations	object		0.2		
citF	generalizations	object		0.2		
nikR	generalizations	object		0.2		
cpxR	generalizations	object		0.2		
ybdH	generalizations	object		0.2		
secE	generalizations	object		0.2		
ybcC	generalizations	object		0.2		
narP	generalizations	object		0.2		
rplF	generalizations	object		0.2		
yfiP	generalizations	object		0.2		
gspG	generalizations	object		0.2		
yojI	generalizations	object		0.2		
mreC	generalizations	object		0.2		
ypfN	generalizations	object		0.2		
ydbH	generalizations	object		0.2		
insD-4	generalizations	object		0.2		
uvrY	generalizations	object		0.2		
rumB	generalizations	object		0.2		
nfsA	generalizations	object		0.2		
malZ	generalizations	object		0.2		
ynfM	generalizations	object		0.2		
thrL	generalizations	object		0.2		
ybaK	generalizations	object		0.2		
napB	generalizations	object		0.2		
yjeP	generalizations	object		0.2		
glmM	generalizations	object		0.2		
cspA	generalizations	object		0.2		
fixC	generalizations	object		0.2		
purK	generalizations	object		0.2		
ymfI	generalizations	object		0.2		
erfK	generalizations	object		0.2		
ygjJ	generalizations	object		0.2		
ynjE	generalizations	object		0.2		
ygdR	generalizations	object		0.2		
nlpE	generalizations	object		0.2		
yfeH	generalizations	object		0.2		
pncA	generalizations	object		0.2		
cfa	generalizations	object		0.2		
guaA	generalizations	object		0.2		
gntT	generalizations	object		0.2		
yggL	generalizations	object		0.2		
mdoC	generalizations	object		0.2		
mdtI	generalizations	object		0.2		
csrD	generalizations	object		0.2		
ykgQ	generalizations	object		0.2		
glnH	generalizations	object		0.2		
nuoA	generalizations	object		0.2		
yjdO	generalizations	object		0.2		
gabT	generalizations	object		0.2		
yncN	generalizations	object		0.2		
yihR	generalizations	object		0.2		
ygaF	generalizations	object		0.2		
yegS	generalizations	object		0.2		
rtcA	generalizations	object		0.2		
cdsA	generalizations	object		0.2		
ybfG	generalizations	object		0.2		
yhiL	generalizations	object		0.2		
ychH	generalizations	object		0.2		
yhhA	generalizations	object		0.2		
ygiT	generalizations	object		0.2		
slyA	generalizations	object		0.2		
malP	generalizations	object		0.2		
betI	generalizations	object		0.2		
eamA	generalizations	object		0.2		
trmD	generalizations	object		0.2		
yegZ	generalizations	object		0.2		
uidB	generalizations	object		0.2		
hscB	generalizations	object		0.2		
psiF	generalizations	object		0.2		
agaR	generalizations	object		0.2		
rtn	generalizations	object		0.2		
ytjA	generalizations	object		0.2		
ybiX	generalizations	object		0.2		
ybhF	generalizations	object		0.2		
ydcR	generalizations	object		0.2		
rffH	generalizations	object		0.2		
arnC	generalizations	object		0.2		
yhfG	generalizations	object		0.2		
fliM	generalizations	object		0.2		
ugd	generalizations	object		0.2		
trxA	generalizations	object		0.2		
eutC	generalizations	object		0.2		
yjhG	generalizations	object		0.2		
yhfZ	generalizations	object		0.2		
ybhL	generalizations	object		0.2		
ybgI	generalizations	object		0.2		
nudE	generalizations	object		0.2		
yedE	generalizations	object		0.2		
yphD	generalizations	object		0.2		
prmA	generalizations	object		0.2		
ygbE	generalizations	object		0.2		
yjbB	generalizations	object		0.2		
yegT	generalizations	object		0.2		
ydiM	generalizations	object		0.2		
selB	generalizations	object		0.2		
ysgA	generalizations	object		0.2		
ppiC	generalizations	object		0.2		
entS	generalizations	object		0.2		
yagU	generalizations	object		0.2		
recO	generalizations	object		0.2		
nadE	generalizations	object		0.2		
yceD	generalizations	object		0.2		
gcvA	generalizations	object		0.2		
yhcG	generalizations	object		0.2		
smg	generalizations	object		0.2		
yebT	generalizations	object		0.2		
phoR	generalizations	object		0.2		
melR	generalizations	object		0.2		
yoeF	generalizations	object		0.2		
fhuD	generalizations	object		0.2		
ykfH	generalizations	object		0.2		
ygbN	generalizations	object		0.2		
yhhL	generalizations	object		0.2		
iscS	generalizations	object		0.2		
eutG	generalizations	object		0.2		
ptrB	generalizations	object		0.2		
yqiB	generalizations	object		0.2		
tufA	generalizations	object		0.2		
ycjW	generalizations	object		0.2		
mlrA	generalizations	object		0.2		
lldP	generalizations	object		0.2		
rrmJ	generalizations	object		0.2		
gspH	generalizations	object		0.2		
galM	generalizations	object		0.2		
aroM	generalizations	object		0.2		
yqiH	generalizations	object		0.2		
hns	generalizations	object		0.2		
flxA	generalizations	object		0.2		
yggN	generalizations	object		0.2		
sbcB	generalizations	object		0.2		
rlmL	generalizations	object		0.2		
hyaC	generalizations	object		0.2		
yabP	generalizations	object		0.2		
dapE	generalizations	object		0.2		
rna	generalizations	object		0.2		
yafU	generalizations	object		0.2		
rnpA	generalizations	object		0.2		
pptA	generalizations	object		0.2		
ychF	generalizations	object		0.2		
ydcM	generalizations	object		0.2		
rplO	generalizations	object		0.2		
yehL	generalizations	object		0.2		
ydiL	generalizations	object		0.2		
ytfM	generalizations	object		0.2		
ydcT	generalizations	object		0.2		
cysJ	generalizations	object		0.2		
pheA	generalizations	object		0.2		
lpxL	generalizations	object		0.2		
yegE	generalizations	object		0.2		
kup	generalizations	object		0.2		
carA	generalizations	object		0.2		
clpS	generalizations	object		0.2		
yfcN	generalizations	object		0.2		
corA	generalizations	object		0.2		
ldcC	generalizations	object		0.2		
flgH	generalizations	object		0.2		
yadI	generalizations	object		0.2		
yghG	generalizations	object		0.2		
fumC	generalizations	object		0.2		
aceA	generalizations	object		0.2		
insA-1	generalizations	object		0.2		
frdC	generalizations	object		0.2		
sufB	generalizations	object		0.2		
torR	generalizations	object		0.2		
sufC	generalizations	object		0.2		
idnO	generalizations	object		0.2		
yggG	generalizations	object		0.2		
yghS	generalizations	object		0.2		
ynfN	generalizations	object		0.2		
yeeF	generalizations	object		0.2		
yacH	generalizations	object		0.2		
yeaP	generalizations	object		0.2		
yhhH	generalizations	object		0.2		
ccmF	generalizations	object		0.2		
fepD	generalizations	object		0.2		
agaB	generalizations	object		0.2		
ykfG	generalizations	object		0.2		
ddpD	generalizations	object		0.2		
ycbS	generalizations	object		0.2		
yhaO	generalizations	object		0.2		
hypE	generalizations	object		0.2		
yjgF	generalizations	object		0.2		
paaI	generalizations	object		0.2		
yhcA	generalizations	object		0.2		
gcl	generalizations	object		0.2		
pppA	generalizations	object		0.2		
aas	generalizations	object		0.2		
cysZ	generalizations	object		0.2		
xylE	generalizations	object		0.2		
argB	generalizations	object		0.2		
yjbH	generalizations	object		0.2		
yfaW	generalizations	object		0.2		
ydbC	generalizations	object		0.2		
ygaY	generalizations	object		0.2		
cpxA	generalizations	object		0.2		
ydjJ	generalizations	object		0.2		
ulaG	generalizations	object		0.2		
rfaI	generalizations	object		0.2		
insH-6	generalizations	object		0.2		
yqiK	generalizations	object		0.2		
yehT	generalizations	object		0.2		
fdoI	generalizations	object		0.2		
yiiD	generalizations	object		0.2		
brnQ	generalizations	object		0.2		
emrD	generalizations	object		0.2		
ycgJ	generalizations	object		0.2		
yhfX	generalizations	object		0.2		
dacB	generalizations	object		0.2		
yjhE	generalizations	object		0.2		
eutB	generalizations	object		0.2		
lysU	generalizations	object		0.2		
rpiB	generalizations	object		0.2		
bioB	generalizations	object		0.2		
atpG	generalizations	object		0.2		
glpX	generalizations	object		0.2		
yadG	generalizations	object		0.2		
aslB	generalizations	object		0.2		
cirA	generalizations	object		0.2		
sapA	generalizations	object		0.2		
caiA	generalizations	object		0.2		
glpF	generalizations	object		0.2		
ynbA	generalizations	object		0.2		
mprA	generalizations	object		0.2		
rfaE	generalizations	object		0.2		
yceH	generalizations	object		0.2		
ybcW	generalizations	object		0.2		
yehH	generalizations	object		0.2		
yadE	generalizations	object		0.2		
yahK	generalizations	object		0.2		
ymfR	generalizations	object		0.2		
ldrC	generalizations	object		0.2		
thyA	generalizations	object		0.2		
ygfK	generalizations	object		0.2		
yihU	generalizations	object		0.2		
elbA	generalizations	object		0.2		
lysP	generalizations	object		0.2		
fepA	generalizations	object		0.2		
napG	generalizations	object		0.2		
fruB	generalizations	object		0.2		
fucU	generalizations	object		0.2		
yieE	generalizations	object		0.2		
sodC	generalizations	object		0.2		
ybbY	generalizations	object		0.2		
cmtA	generalizations	object		0.2		
gapA	generalizations	object		0.2		
prmC	generalizations	object		0.2		
kdpF	generalizations	object		0.2		
yejL	generalizations	object		0.2		
pbpG	generalizations	object		0.2		
afuC	generalizations	object		0.2		
cpxP	generalizations	object		0.2		
slyB	generalizations	object		0.2		
nsrR	generalizations	object		0.2		
ycdX	generalizations	object		0.2		
ygaH	generalizations	object		0.2		
pqiB	generalizations	object		0.2		
yebZ	generalizations	object		0.2		
pphA	generalizations	object		0.2		
agaS	generalizations	object		0.2		
citE	generalizations	object		0.2		
yjcE	generalizations	object		0.2		
rpsR	generalizations	object		0.2		
phnE	generalizations	object		0.2		
fixA	generalizations	object		0.2		
ptsP	generalizations	object		0.2		
ygiZ	generalizations	object		0.2		
hisM	generalizations	object		0.2		
ybdK	generalizations	object		0.2		
trpS	generalizations	object		0.2		
yegW	generalizations	object		0.2		
rnr	generalizations	object		0.2		
znuB	generalizations	object		0.2		
yqaB	generalizations	object		0.2		
yiaA	generalizations	object		0.2		
yjdC	generalizations	object		0.2		
yacF	generalizations	object		0.2		
xylF	generalizations	object		0.2		
cysU	generalizations	object		0.2		
ypeC	generalizations	object		0.2		
argP	generalizations	object		0.2		
mutY	generalizations	object		0.2		
nagC	generalizations	object		0.2		
betB	generalizations	object		0.2		
aceF	generalizations	object		0.2		
ydeR	generalizations	object		0.2		
potD	generalizations	object		0.2		
ydeS	generalizations	object		0.2		
abrB	generalizations	object		0.2		
cutA	generalizations	object		0.2		
ydeM	generalizations	object		0.2		
smtA	generalizations	object		0.2		
amiA	generalizations	object		0.2		
ysaC	generalizations	object		0.2		
ycgE	generalizations	object		0.2		
ddpB	generalizations	object		0.2		
yhbO	generalizations	object		0.2		
mtlD	generalizations	object		0.2		
rplQ	generalizations	object		0.2		
amtB	generalizations	object		0.2		
pth	generalizations	object		0.2		
yqjB	generalizations	object		0.2		
ybbC	generalizations	object		0.2		
argR	generalizations	object		0.2		
yjeI	generalizations	object		0.2		
yijP	generalizations	object		0.2		
sxy	generalizations	object		0.2		
eutM	generalizations	object		0.2		
yidB	generalizations	object		0.2		
rplK	generalizations	object		0.2		
thiQ	generalizations	object		0.2		
damX	generalizations	object		0.2		
nuoM	generalizations	object		0.2		
solA	generalizations	object		0.2		
rplX	generalizations	object		0.2		
sppA	generalizations	object		0.2		
rimL	generalizations	object		0.2		
ftsE	generalizations	object		0.2		
yqgA	generalizations	object		0.2		
trxC	generalizations	object		0.2		
bglF	generalizations	object		0.2		
fliI	generalizations	object		0.2		
insH-10	generalizations	object		0.2		
yoaE	generalizations	object		0.2		
rzoD	generalizations	object		0.2		
ypeA	generalizations	object		0.2		
entF	generalizations	object		0.2		
dinQ	generalizations	object		0.2		
pyrB	generalizations	object		0.2		
lar	generalizations	object		0.2		
yafQ	generalizations	object		0.2		
dppF	generalizations	object		0.2		
csdA	generalizations	object		0.2		
yihL	generalizations	object		0.2		
yciG	generalizations	object		0.2		
nlpD	generalizations	object		0.2		
mdoB	generalizations	object		0.2		
tauC	generalizations	object		0.2		
nudJ	generalizations	object		0.2		
wcaL	generalizations	object		0.2		
napF	generalizations	object		0.2		
dgkA	generalizations	object		0.2		
atpH	generalizations	object		0.2		
gpmM	generalizations	object		0.2		
ampH	generalizations	object		0.2		
csgE	generalizations	object		0.2		
yecE	generalizations	object		0.2		
fimB	generalizations	object		0.2		
pspC	generalizations	object		0.2		
hyaD	generalizations	object		0.2		
yehD	generalizations	object		0.2		
seqA	generalizations	object		0.2		
yeaI	generalizations	object		0.2		
metN	generalizations	object		0.2		
ycdT	generalizations	object		0.2		
ydcA	generalizations	object		0.2		
yidG	generalizations	object		0.2		
fabH	generalizations	object		0.2		
rpmE	generalizations	object		0.2		
prpB	generalizations	object		0.2		
ybdM	generalizations	object		0.2		
mrcA	generalizations	object		0.2		
chbC	generalizations	object		0.2		
qmcA	generalizations	object		0.2		
yrbA	generalizations	object		0.2		
nanR	generalizations	object		0.2		
rplA	generalizations	object		0.2		
ynfL	generalizations	object		0.2		
ybcJ	generalizations	object		0.2		
fis	generalizations	object		0.2		
ytfQ	generalizations	object		0.2		
ybcI	generalizations	object		0.2		
dcp	generalizations	object		0.2		
recF	generalizations	object		0.2		
abgT	generalizations	object		0.2		
hybF	generalizations	object		0.2		
glxR	generalizations	object		0.2		
slmA	generalizations	object		0.2		
yhcH	generalizations	object		0.2		
yebY	generalizations	object		0.2		
ybjI	generalizations	object		0.2		
iscX	generalizations	object		0.2		
matB	generalizations	object		0.2		
yjbI	generalizations	object		0.2		
yfdO	generalizations	object		0.2		
yhfU	generalizations	object		0.2		
ydfU	generalizations	object		0.2		
intS	generalizations	object		0.2		
alsC	generalizations	object		0.2		
bcsG	generalizations	object		0.2		
insM	generalizations	object		0.2		
astA	generalizations	object		0.2		
ygfB	generalizations	object		0.2		
gspF	generalizations	object		0.2		
oxyR	generalizations	object		0.2		
ppk	generalizations	object		0.2		
ulaF	generalizations	object		0.2		
narX	generalizations	object		0.2		
yfgH	generalizations	object		0.2		
yheM	generalizations	object		0.2		
ycbX	generalizations	object		0.2		
clpB	generalizations	object		0.2		
mtn	generalizations	object		0.2		
icd	generalizations	object		0.2		
ylbI	generalizations	object		0.2		
apaH	generalizations	object		0.2		
mukB	generalizations	object		0.2		
yjhS	generalizations	object		0.2		
yeaR	generalizations	object		0.2		
tisB	generalizations	object		0.2		
yraH	generalizations	object		0.2		
ygiN	generalizations	object		0.2		
flhB	generalizations	object		0.2		
gcvR	generalizations	object		0.2		
yjgH	generalizations	object		0.2		
fbaA	generalizations	object		0.2		
yaaH	generalizations	object		0.2		
wrbA	generalizations	object		0.2		
tynA	generalizations	object		0.2		
nlpB	generalizations	object		0.2		
yqiC	generalizations	object		0.2		
yafT	generalizations	object		0.2		
yaeI	generalizations	object		0.2		
rluA	generalizations	object		0.2		
rplV	generalizations	object		0.2		
fldA	generalizations	object		0.2		
osmC	generalizations	object		0.2		
ytfL	generalizations	object		0.2		
yjbF	generalizations	object		0.2		
rpsA	generalizations	object		0.2		
exuT	generalizations	object		0.2		
