Entity	Relation	Value	Iteration of Promotion	Probability	Source	Candidate Source
concept:envR	generalizations	concept:gene		1.0		
concept:yegW	generalizations	concept:gene		1.0		
concept:iron#SPACE#ion#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:pantoate-beta-alanine#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:erpA	generalizations	concept:gene		1.0		
concept:gltA	generalizations	concept:gene		1.0		
concept:fatty#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:rRNA#SPACE#(guanine-N2-)-methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ribosomal#SPACE#small#SPACE#subunit#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:yfcR	generalizations	concept:gene		1.0		
concept:peptidoglycan#SPACE#glycosyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:beta-ketoacyl-acyl-carrier-protein#SPACE#synthase#SPACE#II#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:heparin#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ttdT	generalizations	concept:gene		1.0		
concept:glycolaldehyde#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:RNA#SPACE#phosphodiester#SPACE#bond#SPACE#hydrolysis	generalizations	concept:biological_process		1.0		
concept:yfjM	generalizations	concept:gene		1.0		
concept:rfe	generalizations	concept:gene		1.0		
concept:yrdE	generalizations	concept:gene		1.0		
concept:glutamate-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lpxB	generalizations	concept:gene		1.0		
concept:paaD	generalizations	concept:gene		1.0		
concept:ycaM	generalizations	concept:gene		1.0		
concept:ycgM	generalizations	concept:gene		1.0		
concept:exoribonuclease#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yiaB	generalizations	concept:gene		1.0		
concept:cysteine#SPACE#biosynthetic#SPACE#process#SPACE#via#SPACE#cystathionine	generalizations	concept:biological_process		1.0		
concept:signal#SPACE#recognition#SPACE#particle#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:yciT	generalizations	concept:gene		1.0		
concept:aaeB	generalizations	concept:gene		1.0		
concept:yjhZ	generalizations	concept:gene		1.0		
concept:insI3	generalizations	concept:gene		1.0		
concept:yeeX	generalizations	concept:gene		1.0		
concept:pfkB	generalizations	concept:gene		1.0		
concept:sdaC	generalizations	concept:gene		1.0		
concept:glutathione#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:ypeC	generalizations	concept:gene		1.0		
concept:eutG	generalizations	concept:gene		1.0		
concept:mliC	generalizations	concept:gene		1.0		
concept:N-acetyl-anhydromuramoyl-L-alanine#SPACE#amidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:branched-chain#SPACE#amino#SPACE#acid#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:thrL	generalizations	concept:gene		1.0		
concept:L-arabinose#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mlc	generalizations	concept:gene		1.0		
concept:yjhP	generalizations	concept:gene		1.0		
concept:dTTP#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:pphB	generalizations	concept:gene		1.0		
concept:uspA	generalizations	concept:gene		1.0		
concept:copper#SPACE#chaperone#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rluA	generalizations	concept:gene		1.0		
concept:hydroxymethylpyrimidine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#pseudouridine#SPACE#synthesis	generalizations	concept:biological_process		1.0		
concept:fklB	generalizations	concept:gene		1.0		
concept:cellular#SPACE#copper#SPACE#ion#SPACE#homeostasis	generalizations	concept:biological_process		1.0		
concept:glutamate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybbN	generalizations	concept:gene		1.0		
concept:pdeD	generalizations	concept:gene		1.0		
concept:ybaS	generalizations	concept:gene		1.0		
concept:manX	generalizations	concept:gene		1.0		
concept:napF	generalizations	concept:gene		1.0		
concept:pepT	generalizations	concept:gene		1.0		
concept:alaT	generalizations	concept:gene		1.0		
concept:glycine#SPACE#betaine-transporting#SPACE#ATPase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:mngA	generalizations	concept:gene		1.0		
concept:priB	generalizations	concept:gene		1.0		
concept:tcyP	generalizations	concept:gene		1.0		
concept:proline#SPACE#dipeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ynfF	generalizations	concept:gene		1.0		
concept:ybbV	generalizations	concept:gene		1.0		
concept:argO	generalizations	concept:gene		1.0		
concept:dfp	generalizations	concept:gene		1.0		
concept:glycerol#SPACE#dehydrogenase#SPACE#[NAD+]#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tRNA(Ile)-lysidine#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yaeR	generalizations	concept:gene		1.0		
concept:thiamine#SPACE#diphosphate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:argD	generalizations	concept:gene		1.0		
concept:hypB	generalizations	concept:gene		1.0		
concept:phosphatidylcholine#SPACE#1-acylhydrolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:hyaA	generalizations	concept:gene		1.0		
concept:ybcF	generalizations	concept:gene		1.0		
concept:rluC	generalizations	concept:gene		1.0		
concept:cyclic-nucleotide#SPACE#phosphodiesterase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:L-alanine#SPACE#biosynthetic#SPACE#process#SPACE#from#SPACE#pyruvate	generalizations	concept:biological_process		1.0		
concept:glnL	generalizations	concept:gene		1.0		
concept:cobinamide#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:sulfur#SPACE#carrier#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tpiA	generalizations	concept:gene		1.0		
concept:hexR	generalizations	concept:gene		1.0		
concept:metalloexopeptidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:oppF	generalizations	concept:gene		1.0		
concept:endochitinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:prpE	generalizations	concept:gene		1.0		
concept:guanine#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:phosphopantothenate--cysteine#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:base-excision#SPACE#repair#COMMA##SPACE#AP#SPACE#site#SPACE#formation	generalizations	concept:biological_process		1.0		
concept:yeaN	generalizations	concept:gene		1.0		
concept:bglG	generalizations	concept:gene		1.0		
concept:sdiA	generalizations	concept:gene		1.0		
concept:fluoride#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glyceraldehyde-3-phosphate#SPACE#dehydrogenase#SPACE#(NAD+)#SPACE#(phosphorylating)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:prmA	generalizations	concept:gene		1.0		
concept:transition#SPACE#metal#SPACE#ion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:ahr	generalizations	concept:gene		1.0		
concept:glycine#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:tabA	generalizations	concept:gene		1.0		
concept:pldA	generalizations	concept:gene		1.0		
concept:recD	generalizations	concept:gene		1.0		
concept:nuoM	generalizations	concept:gene		1.0		
concept:kefC	generalizations	concept:gene		1.0		
concept:mdlB	generalizations	concept:gene		1.0		
concept:ilvG	generalizations	concept:gene		1.0		
concept:DNA#SPACE#N-glycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:Sulfathiazole	generalizations	concept:antibiotic		1.0		
concept:yfeZ	generalizations	concept:gene		1.0		
concept:electron#SPACE#transfer#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:fdhE	generalizations	concept:gene		1.0		
concept:6-phosphofructokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:lamB	generalizations	concept:gene		1.0		
concept:recG	generalizations	concept:gene		1.0		
concept:acrZ	generalizations	concept:gene		1.0		
concept:ccmB	generalizations	concept:gene		1.0		
concept:serS	generalizations	concept:gene		1.0		
concept:ilvC	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#molecular#SPACE#function	generalizations	concept:biological_process		1.0		
concept:glycerol-phosphate#SEMICOLON#inorganic#SPACE#phosphate#SPACE#antiporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glpE	generalizations	concept:gene		1.0		
concept:acetolactate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybaB	generalizations	concept:gene		1.0		
concept:yecA	generalizations	concept:gene		1.0		
concept:ribosomal#SPACE#S6-glutamic#SPACE#acid#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein-lysine#SPACE#lysylation	generalizations	concept:biological_process		1.0		
concept:hypoxanthine#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:DNA#SPACE#catabolic#SPACE#process#COMMA##SPACE#endonucleolytic	generalizations	concept:biological_process		1.0		
concept:nitric#SPACE#oxide#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yphF	generalizations	concept:gene		1.0		
concept:folic#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:rluB	generalizations	concept:gene		1.0		
concept:chpR	generalizations	concept:gene		1.0		
concept:RNA-3'-phosphate#SPACE#cyclase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cellular#SPACE#iron#SPACE#ion#SPACE#homeostasis	generalizations	concept:biological_process		1.0		
concept:nucleoid	generalizations	concept:cellular_component		1.0		
concept:ygiW	generalizations	concept:gene		1.0		
concept:xseA	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#translational#SPACE#frameshifting	generalizations	concept:biological_process		1.0		
concept:pheT	generalizations	concept:gene		1.0		
concept:ksgA	generalizations	concept:gene		1.0		
concept:kdgK	generalizations	concept:gene		1.0		
concept:ydjZ	generalizations	concept:gene		1.0		
concept:gnd	generalizations	concept:gene		1.0		
concept:ornithine#SPACE#decarboxylase#SPACE#inhibitor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:2-dehydro-3-deoxygluconokinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:moaA	generalizations	concept:gene		1.0		
concept:organic#SPACE#acid#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:protein#SPACE#localization#SPACE#to#SPACE#outer#SPACE#membrane	generalizations	concept:biological_process		1.0		
concept:ygaM	generalizations	concept:gene		1.0		
concept:oxygen-dependent#SPACE#protoporphyrinogen#SPACE#oxidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#lipoylation	generalizations	concept:biological_process		1.0		
concept:2-hydroxyglutarate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nadK	generalizations	concept:gene		1.0		
concept:lldR	generalizations	concept:gene		1.0		
concept:map	generalizations	concept:gene		1.0		
concept:ushA	generalizations	concept:gene		1.0		
concept:oxidized#SPACE#purine#SPACE#nucleobase#SPACE#lesion#SPACE#DNA#SPACE#N-glycosylase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:structural#SPACE#constituent#SPACE#of#SPACE#ribosome	generalizations	concept:molecular_function		1.0		
concept:ribosomal#SPACE#subunit	generalizations	concept:cellular_component		1.0		
concept:GDP-glucosidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:dicB	generalizations	concept:gene		1.0		
concept:ogt	generalizations	concept:gene		1.0		
concept:long-chain-3-hydroxyacyl-CoA#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ydfB	generalizations	concept:gene		1.0		
concept:glpK	generalizations	concept:gene		1.0		
concept:hspQ	generalizations	concept:gene		1.0		
concept:fructose#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ykfC	generalizations	concept:gene		1.0		
concept:yigL	generalizations	concept:gene		1.0		
concept:pncB	generalizations	concept:gene		1.0		
concept:radD	generalizations	concept:gene		1.0		
concept:malI	generalizations	concept:gene		1.0		
concept:slt	generalizations	concept:gene		1.0		
concept:ycgL	generalizations	concept:gene		1.0		
concept:yrbK	generalizations	concept:gene		1.0		
concept:ymgI	generalizations	concept:gene		1.0		
concept:creB	generalizations	concept:gene		1.0		
concept:dnaQ	generalizations	concept:gene		1.0		
concept:peptidoglycan#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:FMN#SPACE#reductase#SPACE#(NADPH)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bcp	generalizations	concept:gene		1.0		
concept:quinone#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:kilR	generalizations	concept:gene		1.0		
concept:pnuC	generalizations	concept:gene		1.0		
concept:exuR	generalizations	concept:gene		1.0		
concept:yhfL	generalizations	concept:gene		1.0		
concept:csgA	generalizations	concept:gene		1.0		
concept:glycine#SPACE#decarboxylation#SPACE#via#SPACE#glycine#SPACE#cleavage#SPACE#system	generalizations	concept:biological_process		1.0		
concept:allantoin#SPACE#assimilation#SPACE#pathway	generalizations	concept:biological_process		1.0		
concept:yedS	generalizations	concept:gene		1.0		
concept:prpD	generalizations	concept:gene		1.0		
concept:tyrosine-tRNA#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ylcG	generalizations	concept:gene		1.0		
concept:ycgB	generalizations	concept:gene		1.0		
concept:microcin#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:waaZ	generalizations	concept:gene		1.0		
concept:yehK	generalizations	concept:gene		1.0		
concept:yneF	generalizations	concept:gene		1.0		
concept:yibD	generalizations	concept:gene		1.0		
concept:ybaW	generalizations	concept:gene		1.0		
concept:N-acetylglucosamine#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:ypfG	generalizations	concept:gene		1.0		
concept:cyanate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:nickel#SPACE#cation#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:csgB	generalizations	concept:gene		1.0		
concept:ccmE	generalizations	concept:gene		1.0		
concept:Bam#SPACE#protein#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:D-alanine#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:fecC	generalizations	concept:gene		1.0		
concept:fabD	generalizations	concept:gene		1.0		
concept:idnT	generalizations	concept:gene		1.0		
concept:glnD	generalizations	concept:gene		1.0		
concept:yagT	generalizations	concept:gene		1.0		
concept:yfeY	generalizations	concept:gene		1.0		
concept:yodB	generalizations	concept:gene		1.0		
concept:acetolactate#SPACE#synthase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:ynjD	generalizations	concept:gene		1.0		
concept:alkaline#SPACE#phosphatase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:long-chain#SPACE#fatty#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yraL	generalizations	concept:gene		1.0		
concept:glmU	generalizations	concept:gene		1.0		
concept:dUTP#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:cynS	generalizations	concept:gene		1.0		
concept:yfhH	generalizations	concept:gene		1.0		
concept:nikE	generalizations	concept:gene		1.0		
concept:sgcE	generalizations	concept:gene		1.0		
concept:cmoB	generalizations	concept:gene		1.0		
concept:lipoprotein#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yrfG	generalizations	concept:gene		1.0		
concept:sigma#SPACE#factor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:rfaJ	generalizations	concept:gene		1.0		
concept:dihydrolipoyllysine-residue#SPACE#acetyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:malX	generalizations	concept:gene		1.0		
concept:gmd	generalizations	concept:gene		1.0		
concept:DNA#SPACE#demethylation	generalizations	concept:biological_process		1.0		
concept:GMP#SPACE#synthase#SPACE#(glutamine-hydrolyzing)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yefM	generalizations	concept:gene		1.0		
concept:msyB	generalizations	concept:gene		1.0		
concept:melibiose#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:yfbS	generalizations	concept:gene		1.0		
concept:lipoyl(octanoyl)#SPACE#transferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:argB	generalizations	concept:gene		1.0		
concept:frvA	generalizations	concept:gene		1.0		
concept:bioB	generalizations	concept:gene		1.0		
concept:FMN#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:yggU	generalizations	concept:gene		1.0		
concept:transaminase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yedM	generalizations	concept:gene		1.0		
concept:yaiI	generalizations	concept:gene		1.0		
concept:tcyJ	generalizations	concept:gene		1.0		
concept:rpoD	generalizations	concept:gene		1.0		
concept:Amikacin	generalizations	concept:antibiotic		1.0		
concept:UDP-N-acetylmuramoylalanyl-D-glutamate-2#COMMA#6-diaminopimelate#SPACE#ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:nudC	generalizations	concept:gene		1.0		
concept:undecaprenyl-phosphate#SPACE#glucose#SPACE#phosphotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yfiL	generalizations	concept:gene		1.0		
concept:enzyme-directed#SPACE#rRNA#SPACE#pseudouridine#SPACE#synthesis	generalizations	concept:biological_process		1.0		
concept:dtpB	generalizations	concept:gene		1.0		
concept:fliG	generalizations	concept:gene		1.0		
concept:carbon#SPACE#monoxide#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:peptidyl-glutamine#SPACE#methylation	generalizations	concept:biological_process		1.0		
concept:serine#SPACE#family#SPACE#amino#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:atl	generalizations	concept:gene		1.0		
concept:mfd	generalizations	concept:gene		1.0		
concept:regulation#SPACE#of#SPACE#fatty#SPACE#acid#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:DNA#SPACE#replication#SPACE#origin#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yjjZ	generalizations	concept:gene		1.0		
concept:siderophore#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:imidazoleglycerol-phosphate#SPACE#synthase#SPACE#complex	generalizations	concept:cellular_component		1.0		
concept:beta-glucosidase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:marC	generalizations	concept:gene		1.0		
concept:insA-4	generalizations	concept:gene		1.0		
concept:uidR	generalizations	concept:gene		1.0		
concept:dmsB	generalizations	concept:gene		1.0		
concept:secM	generalizations	concept:gene		1.0		
concept:tar	generalizations	concept:gene		1.0		
concept:ygeG	generalizations	concept:gene		1.0		
concept:flk	generalizations	concept:gene		1.0		
concept:rbsC	generalizations	concept:gene		1.0		
concept:yjeE	generalizations	concept:gene		1.0		
concept:zupT	generalizations	concept:gene		1.0		
concept:guanyl-nucleotide#SPACE#exchange#SPACE#factor#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:torR	generalizations	concept:gene		1.0		
concept:melibiose#SEMICOLON#cation#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tryptophan#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:erfK	generalizations	concept:gene		1.0		
concept:amino#SPACE#acid#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:glutathione#SPACE#transferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:tsaC	generalizations	concept:gene		1.0		
concept:mannitol#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:asparagine#SPACE#synthase#SPACE#(glutamine-hydrolyzing)#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:proton-transporting#SPACE#ATPase#SPACE#activity#COMMA##SPACE#rotational#SPACE#mechanism	generalizations	concept:molecular_function		1.0		
concept:ribulose-phosphate#SPACE#3-epimerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:ybiT	generalizations	concept:gene		1.0		
concept:metB	generalizations	concept:gene		1.0		
concept:pseudouridine#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:araG	generalizations	concept:gene		1.0		
concept:sulfur#SPACE#compound#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:chloride#SPACE#transmembrane#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:valyl-tRNA#SPACE#aminoacylation	generalizations	concept:biological_process		1.0		
concept:moaD	generalizations	concept:gene		1.0		
concept:L-alanine#SPACE#oxidation#SPACE#to#SPACE#pyruvate#SPACE#via#SPACE#D-alanine	generalizations	concept:biological_process		1.0		
concept:peptidyl-histidine#SPACE#phosphorylation	generalizations	concept:biological_process		1.0		
concept:lithium#SPACE#ion#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:tRNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:glycolipid#SPACE#translocation	generalizations	concept:biological_process		1.0		
concept:tam	generalizations	concept:gene		1.0		
concept:3-deoxy-7-phosphoheptulonate#SPACE#synthase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:yhfT	generalizations	concept:gene		1.0		
concept:yecR	generalizations	concept:gene		1.0		
concept:yegP	generalizations	concept:gene		1.0		
concept:protein#SPACE#self-association	generalizations	concept:molecular_function		1.0		
concept:DNA#SPACE#unwinding#SPACE#involved#SPACE#in#SPACE#DNA#SPACE#replication	generalizations	concept:biological_process		1.0		
concept:fecB	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#nickel#SPACE#cation	generalizations	concept:biological_process		1.0		
concept:rob	generalizations	concept:gene		1.0		
concept:cheA	generalizations	concept:gene		1.0		
concept:phosphoribosylanthranilate#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:phosphoenolpyruvate-protein#SPACE#phosphotransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:L-fucose#SPACE#isomerase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#antibiotic	generalizations	concept:biological_process		1.0		
concept:polyphosphate#SPACE#kinase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bisC	generalizations	concept:gene		1.0		
concept:rfaY	generalizations	concept:gene		1.0		
concept:rlmH	generalizations	concept:gene		1.0		
concept:acetyl-CoA#SPACE#biosynthetic#SPACE#process#SPACE#from#SPACE#pyruvate	generalizations	concept:biological_process		1.0		
concept:farnesyltranstransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:adeQ	generalizations	concept:gene		1.0		
concept:mdtA	generalizations	concept:gene		1.0		
concept:D-galacturonate#SPACE#catabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:benzoate#SPACE#transport	generalizations	concept:biological_process		1.0		
concept:lpoA	generalizations	concept:gene		1.0		
concept:menB	generalizations	concept:gene		1.0		
concept:pantothenate#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:cadmium#SPACE#ion#SPACE#transmembrane#SPACE#transporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:transcription#SPACE#antitermination#SPACE#factor#SPACE#activity#COMMA##SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:purM	generalizations	concept:gene		1.0		
concept:2-dehydro-3-deoxyglucarate#SPACE#aldolase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:regulation#SPACE#of#SPACE#endoribonuclease#SPACE#activity	generalizations	concept:biological_process		1.0		
concept:narP	generalizations	concept:gene		1.0		
concept:tatB	generalizations	concept:gene		1.0		
concept:isopentenyl#SPACE#diphosphate#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ygjV	generalizations	concept:gene		1.0		
concept:protein#SPACE#homodimerization#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:smrB	generalizations	concept:gene		1.0		
concept:yfhB	generalizations	concept:gene		1.0		
concept:glgX	generalizations	concept:gene		1.0		
concept:UMP#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:argininosuccinate#SPACE#metabolic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:hha	generalizations	concept:gene		1.0		
concept:L-arginine#SPACE#import#SPACE#across#SPACE#plasma#SPACE#membrane	generalizations	concept:biological_process		1.0		
concept:lasT	generalizations	concept:gene		1.0		
concept:ypjF	generalizations	concept:gene		1.0		
concept:negative#SPACE#regulation#SPACE#of#SPACE#chromosome#SPACE#organization	generalizations	concept:biological_process		1.0		
concept:rdoA	generalizations	concept:gene		1.0		
concept:S-adenosylmethionine-dependent#SPACE#methyltransferase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:oxidoreductase#SPACE#activity#COMMA##SPACE#acting#SPACE#on#SPACE#the#SPACE#CH-NH#SPACE#group#SPACE#of#SPACE#donors#COMMA##SPACE#NAD#SPACE#or#SPACE#NADP#SPACE#as#SPACE#acceptor	generalizations	concept:molecular_function		1.0		
concept:ulaG	generalizations	concept:gene		1.0		
concept:ycaI	generalizations	concept:gene		1.0		
concept:double-stranded#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:protein#SPACE#secretion#SPACE#by#SPACE#the#SPACE#type#SPACE#II#SPACE#secretion#SPACE#system	generalizations	concept:biological_process		1.0		
concept:dmlR	generalizations	concept:gene		1.0		
concept:cellular#SPACE#response#SPACE#to#SPACE#nitrogen#SPACE#starvation	generalizations	concept:biological_process		1.0		
concept:dTDP-4-dehydrorhamnose#SPACE#reductase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:sfsA	generalizations	concept:gene		1.0		
concept:enterobacterial#SPACE#common#SPACE#antigen#SPACE#biosynthetic#SPACE#process	generalizations	concept:biological_process		1.0		
concept:ccmH	generalizations	concept:gene		1.0		
concept:ytcA	generalizations	concept:gene		1.0		
concept:gshB	generalizations	concept:gene		1.0		
concept:response#SPACE#to#SPACE#superoxide	generalizations	concept:biological_process		1.0		
concept:ribosome#SPACE#assembly	generalizations	concept:biological_process		1.0		
concept:dmlA	generalizations	concept:gene		1.0		
concept:ligase#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:endonucleolytic#SPACE#cleavage#SPACE#involved#SPACE#in#SPACE#rRNA#SPACE#processing	generalizations	concept:biological_process		1.0		
concept:hflX	generalizations	concept:gene		1.0		
concept:pgaD	generalizations	concept:gene		1.0		
concept:cpoB	generalizations	concept:gene		1.0		
concept:fpr	generalizations	concept:gene		1.0		
concept:yliI	generalizations	concept:gene		1.0		
concept:yncM	generalizations	concept:gene		1.0		
concept:pitB	generalizations	concept:gene		1.0		
concept:dppB	generalizations	concept:gene		1.0		
concept:tRNA#SPACE#aminoacylation#SPACE#for#SPACE#protein#SPACE#translation	generalizations	concept:biological_process		1.0		
concept:ybhK	generalizations	concept:gene		1.0		
concept:peptidyl-tyrosine#SPACE#phosphorylation	generalizations	concept:biological_process		1.0		
concept:2-keto-3-deoxygluconate#SEMICOLON#proton#SPACE#symporter#SPACE#activity	generalizations	concept:molecular_function		1.0		
concept:bent#SPACE#DNA#SPACE#binding	generalizations	concept:molecular_function		1.0		
concept:gsp	generalizations	concept:gene		1.0		
concept:(R)-2-hydroxyglutarate#SPACE#dehydrogenase#SPACE#activity	generalizations	concept:molecular_function		1.0		
